Instituição;Cod.IBGE;UF;População;Indicador_1;Nota_1;Indicador_2;Nota_2;Indicador_3;Nota_3;Classificação da CAPAG
Prefeitura Municipal de São José do Hortêncio - RS;4318481;RS;4739;;n.d.;0,684589084;A;0,026356432;A;n.d.
Prefeitura Municipal de São José do Inhacorá - RS;4318499;RS;2091;0,039080262;A;0,801046017;A;0,034119036;A;A
Prefeitura Municipal de São José do Jacuípe - BA;2929370;BA;10417;0,059434181;A;1,014921147;C;-0,020884395;C;C
Prefeitura Municipal de São José do Jacuri - MG;3163508;MG;;;n.d.;0,842284365;A;3,306661911;C;n.d.
Prefeitura Municipal de São José do Mantimento - MG;3163607;MG;2775;0,012501063;A;0,987903881;C;2,474214286;C;C
Prefeitura Municipal de São José do Norte - RS;4318507;RS;27410;0,064969506;A;0,983392226;C;0,438593505;A;C
Prefeitura Municipal de São José do Ouro - RS;4318606;RS;6945;0,149804379;A;0,917630707;B;0,666947554;A;B
Prefeitura Municipal de São José do Peixe - PI;2210102;PI;3750;0,11956383;A;1,041840093;C;5,851527196;C;C
Prefeitura Municipal de São José do Piauí - PI;2210201;PI;6710;-0,003682844;A;1,029882384;C;;n.d.;n.d.
Prefeitura Municipal de São José do Povo - MT;5107297;MT;4021;0,008799115;A;0,96485905;C;;n.d.;n.d.
Prefeitura Municipal de São José do Rio Claro - MT;5107305;MT;;;n.d.;0,954686787;C;0;n.d.;n.d.
Prefeitura Municipal de São José do Rio Pardo - SP;3549706;SP;54763;0,419828744;A;0,963055961;C;1,254080587;C;C
Prefeitura Municipal de São José do Rio Preto - SP;3549805;SP;456245;0,24265154;A;0,932796659;B;0,095908783;A;B
Prefeitura Municipal de São José do Sabugi - PB;2514701;PB;4134;0,704561431;B;0,99535415;C;1,947290445;C;C
Prefeitura Municipal de São José do Seridó - RN;2412401;RN;4602;0,112084028;A;0,971491975;C;0,258198688;A;C
Prefeitura Municipal de São José do Sul - RS;4318614;RS;2378;0,023774121;A;0,874060152;A;0,009247623;A;A
Prefeitura Municipal de São José do Vale do Rio Preto - RJ;3305158;RJ;21670;0,126863561;A;;n.d.;;n.d.;n.d.
Prefeitura Municipal de São José do Xingu - MT;5107354;MT;5569;0,034404482;A;0,870661892;A;0,155896043;A;A
Prefeitura Municipal de São José dos Ausentes - RS;4318622;RS;3509;0,104989139;A;0,810866513;A;0,255995879;A;A
Prefeitura Municipal de São José dos Basílios - MA;2111250;MA;7642;;n.d.;1,044692664;C;0,304238604;A;n.d.
Prefeitura Municipal de São José dos Campos - SP;3549904;SP;713943;0,24709754;A;1,002744974;C;0,192946829;A;C
Prefeitura Municipal de São José dos Cordeiros - PB;2514800;PB;3723;;n.d.;0,967805062;C;0,824921516;A;n.d.
Prefeitura Municipal de São José dos Pinhais - PR;4125506;PR;317476;0,080294652;A;0,948247994;B;0,105379938;A;B
Prefeitura Municipal de São José dos Quatro Marcos - MT;5107107;MT;18967;0,017738997;A;1,587911202;C;2,734413597;C;C
Prefeitura Municipal de São José dos Ramos - PB;2514453;PB;5915;0,854948307;B;1,040726905;C;0,924277193;A;C
Prefeitura Municipal de São Julião - PI;2210300;PI;6353;0,141895505;A;0,943196138;B;0,152783978;A;B
Prefeitura Municipal de São Leopoldo - RS;4318705;RS;234947;0,524850312;A;0,92028139;B;1,316787355;C;C
Prefeitura Municipal de São Lourenço - MG;3163706;MG;45488;0,405369131;A;0,977464256;C;0,410051938;A;C
Prefeitura Municipal de São Lourenço da Mata - PE;2613701;PE;112362;0,159119767;A;0,956147934;C;1,845543741;C;C
Prefeitura Municipal de São Lourenço da Serra - SP;3549953;SP;15667;0,266978654;A;1,061428318;C;4,30385604;C;C
Prefeitura Municipal de São Lourenço do Oeste - SC;4216909;SC;23857;0,098176459;A;0,943774815;B;0,102068515;A;B
Prefeitura Municipal de São Lourenço do Piauí - PI;2210359;PI;4568;0,072351633;A;0,976160271;C;168,3016721;C;C
Prefeitura Municipal de São Lourenço do Sul - RS;4318804;RS;43625;0,289129856;A;0,944433618;B;4,05986854;C;C
Prefeitura Municipal de São Ludgero - SC;4217006;SC;13165;0,069679708;A;0,911437436;B;0,02673813;A;B
Prefeitura Municipal de São Luís - MA;2111300;MA;1094667;0,242560391;A;0,908863086;B;1,10613961;C;C
Prefeitura Municipal de São Luís de Montes Belos - GO;5220108;GO;33470;0,190281345;A;0,928842534;B;0,008044143;A;B
Prefeitura Municipal de São Luís do Curu - CE;2312601;CE;12938;0,277627027;A;0,87188581;A;;n.d.;n.d.
Prefeitura Municipal de São Luís do Paraitinga - SP;3550001;SP;10684;0,040064025;A;0,964306312;C;;n.d.;n.d.
Prefeitura Municipal de São Luis do Piauí - PI;2210375;PI;;;n.d.;1,006229319;C;1,306291861;C;n.d.
Prefeitura Municipal de São Luís do Quitunde - AL;2708501;AL;;;n.d.;;n.d.;;n.d.;n.d.
Prefeitura Municipal de São Luís Gonzaga do Maranhão - MA;2111409;MA;18988;0,069397483;A;1,252027806;C;-2,392667346;C;C
Prefeitura Municipal de São Luiz - RR;1400605;RR;7860;0,006993651;A;0,89624838;A;0,286062076;A;A
Prefeitura Municipal de São Luiz do Norte - GO;5220157;GO;5117;0,160019357;A;0,799346371;A;0,35583455;A;A
Prefeitura Municipal de São Luiz Gonzaga - RS;4318903;RS;33668;0,117336789;A;0,857579603;A;0,087891577;A;A
Prefeitura Municipal de São Mamede - PB;2514909;PB;7745;0,300899932;A;0,874680322;A;0,026144709;A;A
Prefeitura Municipal de São Manoel do Paraná - PR;4125555;PR;2158;0,016098456;A;0,9701992;C;0,044266198;A;C
Prefeitura Municipal de São Manuel - SP;3550100;SP;40781;0,079901411;A;0,872066829;A;0,413991242;A;A
Prefeitura Municipal de São Marcos - RS;4319000;RS;21449;0,389184877;A;0,789642776;A;0,278031181;A;A
Prefeitura Municipal de São Martinho - RS;4319109;RS;5474;;n.d.;0,859122806;A;0,177928061;A;n.d.
Prefeitura Municipal de São Martinho - SC;4217105;SC;3189;;n.d.;0,992396482;C;0,186329181;A;n.d.
Prefeitura Municipal de São Martinho da Serra - RS;4319125;RS;3238;3,7395E-05;A;0,980096901;C;0,175299715;A;C
Prefeitura Municipal de São Mateus - ES;3204906;ES;128542;0,071955065;A;0,972799814;C;1;C;C
Prefeitura Municipal de São Mateus do Maranhão - MA;2111508;MA;41350;0,220125238;A;0,994926153;C;;n.d.;n.d.
Prefeitura Municipal de São Mateus do Sul - PR;4125605;PR;45806;0,061155177;A;0,87202811;A;0,138548007;A;A
Prefeitura Municipal de São Miguel - RN;2412500;RN;23380;0,248497635;A;0,902486818;B;0,997671921;A;B
Prefeitura Municipal de São Miguel Arcanjo - SP;3550209;SP;32859;0,005108436;A;0,958271569;C;0,060841735;A;C
Prefeitura Municipal de São Miguel da Baixa Grande - PI;2210383;PI;2449;0,029124942;A;;n.d.;-1,308936165;C;n.d.
Prefeitura Municipal de São Miguel da Boa Vista - SC;4217154;SC;1833;0,043009264;A;0,924152166;B;0,204666201;A;B
Prefeitura Municipal de São Miguel das Matas - BA;2929404;BA;11645;0,296928372;A;0,956751783;C;0,324888124;A;C
Prefeitura Municipal de São Miguel das Missões - RS;4319158;RS;7663;0,020607964;A;0,807830633;A;0,138623263;A;A
Prefeitura Municipal de São Miguel de Taipu - PB;2515005;PB;7124;0,519758211;A;0,997674481;C;1,945277443;C;C
Prefeitura Municipal de São Miguel do Aleixo - SE;2807006;SE;3913;0,009121581;A;1,03882445;C;13,09865041;C;C
Prefeitura Municipal de São Miguel do Anta - MG;3163805;MG;6933;0,009244466;A;0,987524194;C;1,523855266;C;C
Prefeitura Municipal de São Miguel do Araguaia - GO;5220207;GO;22067;0,254363505;A;1,009082559;C;1,226178036;C;C
Prefeitura Municipal de São Miguel do Fidalgo - PI;2210391;PI;3040;;n.d.;0,99502456;C;0,349092009;A;n.d.
Prefeitura Municipal de São Miguel do Gostoso - RN;2412559;RN;9531;0,254691896;A;0,974921134;C;0,257925525;A;C
Prefeitura Municipal de São Miguel do Guamá - PA;1507607;PA;58328;0,453677483;A;0,985854376;C;;n.d.;n.d.
Prefeitura Municipal de São Miguel do Guaporé - RO;1100320;RO;22931;0,06219316;A;1,775237424;C;0,037171375;A;C
Prefeitura Municipal de São Miguel do Iguaçu - PR;4125704;PR;27325;0,099455983;A;1,006282475;C;0,178157753;A;C
Prefeitura Municipal de São Miguel do Oeste - SC;4217204;SC;40090;0,163464209;A;0,918901604;B;0,382224601;A;B
Prefeitura Municipal de São Miguel do Passa Quatro - GO;5220264;GO;4032;0,062587143;A;0,867380294;A;1,347540495;C;C
Prefeitura Municipal de São Miguel do Tapuio - PI;2210409;PI;17686;;n.d.;0,906794906;B;0,328777282;A;n.d.
Prefeitura Municipal de São Miguel do Tocantins - TO;1720200;TO;11967;0,566824188;A;0,963594192;C;-2,009689694;C;C
Prefeitura Municipal de São Miguel dos Campos - AL;2708600;AL;60775;0,094729547;A;0,885187142;A;;n.d.;n.d.
Prefeitura Municipal de São Miguel dos Milagres - AL;2708709;AL;7888;0,001671147;A;0,945797852;B;;n.d.;n.d.
Prefeitura Municipal de São Nicolau - RS;4319208;RS;5325;0,570610136;A;0,921555863;B;2,417595062;C;C
Prefeitura Municipal de São Patrício - GO;5220280;GO;2035;0,117265385;A;0,859802976;A;-0,15504511;C;C
Prefeitura Municipal de São Paulo - SP;3550308;SP;12176866;0,802969725;B;0,927434998;B;0,162503891;A;B
Prefeitura Municipal de São Paulo das Missões - RS;4319307;RS;5863;0,009169269;A;0,897360399;A;0,236226747;A;A
Prefeitura Municipal de São Paulo de Olivença - AM;1303908;AM;38515;0,005877955;A;0,917634793;B;3,031426605;C;C
Prefeitura Municipal de São Paulo do Potengi - RN;2412609;RN;17436;;n.d.;1,104284337;C;-0,869259947;C;n.d.
Prefeitura Municipal de São Pedro - RN;2412708;RN;6014;;n.d.;1,312290617;C;1,260001406;C;n.d.
Prefeitura Municipal de São Pedro - SP;3550407;SP;35318;0,012683884;A;0,860453882;A;0,03150221;A;A
Prefeitura Municipal de São Pedro da Água Branca - MA;2111532;MA;12645;0,118473101;A;0,874911443;A;;n.d.;n.d.
Prefeitura Municipal de São Pedro da Aldeia - RJ;3305208;RJ;102846;0,377533211;A;0,905409427;B;2,979386591;C;C
Prefeitura Municipal de São Pedro da Cipa - MT;5107404;MT;4674;0,024898099;A;0,912052528;B;0,575785774;A;B
Prefeitura Municipal de São Pedro da Serra - RS;4319356;RS;3758;;n.d.;0,769311303;A;0,363015836;A;n.d.
Prefeitura Municipal de São Pedro da União - MG;3163904;MG;4709;0,02844175;A;0,91570384;B;;n.d.;n.d.
Prefeitura Municipal de São Pedro das Missões - RS;4319364;RS;2000;;n.d.;0,869958162;A;;n.d.;n.d.
Prefeitura Municipal de São Pedro de Alcântara - SC;4217253;SC;5709;0,023260164;A;0,803711139;A;0,031295808;A;A
Prefeitura Municipal de São Pedro do Butiá - RS;4319372;RS;2946;;n.d.;0,83894755;A;0,342196985;A;n.d.
Prefeitura Municipal de São Pedro do Iguaçu - PR;4125753;PR;5976;0,024786792;A;0,894074974;A;0,013232436;A;A
Prefeitura Municipal de São Pedro do Ivaí - PR;4125803;PR;10915;0,150572547;A;0,921310192;B;;n.d.;n.d.
Prefeitura Municipal de São Pedro do Paraná - PR;4125902;PR;2338;;n.d.;0,956187109;C;0,004604317;A;n.d.
Prefeitura Municipal de São Pedro do Piauí - PI;2210508;PI;14255;0,098930527;A;1,003532452;C;5,264829636;C;C
Prefeitura Municipal de São Pedro do Suaçuí - MG;3164100;MG;5291;0,117081168;A;0,86903291;A;0,215152143;A;A
Prefeitura Municipal de São Pedro do Sul - RS;4319406;RS;16250;;n.d.;0,866177112;A;0,243044899;A;n.d.
Prefeitura Municipal de São Pedro do Turvo - SP;3550506;SP;7636;0,07907784;A;0,926927515;B;0,055465553;A;B
Prefeitura Municipal de São Pedro dos Crentes - MA;2111573;MA;4651;;n.d.;1,320719888;C;-3,644476743;C;n.d.
Prefeitura Municipal de São Pedro dos Ferros - MG;3164001;MG;7858;0,043602444;A;0,967442288;C;;n.d.;n.d.
Prefeitura Municipal de São Rafael - RN;2412807;RN;8212;0,377652773;A;0,956310741;C;0,493179479;A;C
Prefeitura Municipal de São Raimundo das Mangabeiras - MA;2111607;MA;18755;;n.d.;10,2682069;C;0,838860645;A;n.d.
Prefeitura Municipal de São Raimundo do Doca Bezerra - MA;2111631;MA;5345;0,00066855;A;0,974028902;C;;n.d.;n.d.
Prefeitura Municipal de São Raimundo Nonato - PI;2210607;PI;34535;0,247060083;A;1,006638944;C;3,748435991;C;C
Prefeitura Municipal de São Roberto - MA;2111672;MA;6649;0,243134724;A;1,082743369;C;;n.d.;n.d.
Prefeitura Municipal de São Romão - MG;3164209;MG;12139;0,045665354;A;0,941805886;B;3,162452848;C;C
Prefeitura Municipal de São Roque - SP;3550605;SP;89943;0,014212579;A;0,925991663;B;;n.d.;n.d.
Prefeitura Municipal de São Roque de Minas - MG;3164308;MG;7026;0,253489163;A;0,898287176;A;0,85268576;A;A
Prefeitura Municipal de São Roque do Canaã - ES;3204955;ES;12318;;n.d.;0,88371428;A;0,011221749;A;n.d.
Prefeitura Municipal de São Salvador do Tocantins - TO;1720259;TO;3070;0,041651849;A;0,962761066;C;0,039752164;A;C
Prefeitura Municipal de São Sebastião - AL;2708808;AL;34011;0,340790073;A;1,059444533;C;;n.d.;n.d.
Prefeitura Municipal de São Sebastião - SP;3550704;SP;87596;0,043887427;A;0,939821315;B;1,355905223;C;C
Prefeitura Municipal de São Sebastião da Amoreira - PR;4126009;PR;8847;0,189049672;A;0,884261053;A;0,057213479;A;A
Prefeitura Municipal de São Sebastião da Bela Vista - MG;3164407;MG;5455;0,15076563;A;0,890590198;A;128,510795;C;C
Prefeitura Municipal de São Sebastião da Boa Vista - PA;1507706;PA;26301;-0,027067231;A;;n.d.;;n.d.;n.d.
Prefeitura Municipal de São Sebastião da Grama - SP;3550803;SP;12205;0,0111476;A;0,943489573;B;0,353180039;A;B
Prefeitura Municipal de São Sebastião da Vargem Alegre - MG;3164431;MG;2991;0,089411283;A;0,951142908;C;1,139742667;C;C
Prefeitura Municipal de São Sebastião de Lagoa de Roça - PB;2515104;PB;11753;;n.d.;0,903478415;B;0,171249498;A;n.d.
Prefeitura Municipal de São Sebastião do Alto - RJ;3305307;RJ;9326;0,145468905;A;1,014623486;C;3,263548151;C;C
Prefeitura Municipal de São Sebastião do Anta - MG;3164472;MG;6479;0,030408179;A;0,9333194;B;0,048917709;A;B
Prefeitura Municipal de São Sebastião do Caí - RS;4319505;RS;25467;0,044821832;A;0,817402672;A;0,087181321;A;A
Prefeitura Municipal de São Sebastião do Maranhão - MG;3164506;MG;10129;0,006142565;A;0,961180717;C;7,806053644;C;C
Prefeitura Municipal de São Sebastião do Oeste - MG;3164605;MG;6684;;n.d.;0,94399285;B;0,106498176;A;n.d.
Prefeitura Municipal de São Sebastião do Paraíso - MG;3164704;MG;70450;0,146173135;A;0,973791726;C;3,234345578;C;C
Prefeitura Municipal de São Sebastião do Passé - BA;2929503;BA;44164;0,328413807;A;0,954264647;C;0,525636302;A;C
Prefeitura Municipal de São Sebastião do Rio Preto - MG;3164803;MG;1520;0,047140387;A;0,939868998;B;0,808128927;A;B
Prefeitura Municipal de São Sebastião do Rio Verde - MG;3164902;MG;2231;0,124438257;A;0,967001293;C;0,115423197;A;C
Prefeitura Municipal de São Sebastião do Tocantins - TO;1720309;TO;4757;0,50090263;A;0,956157398;C;0;n.d.;n.d.
Prefeitura Municipal de São Sebastião do Uatumã - AM;1303957;AM;13685;0,043425086;A;0,911360998;B;0,96900727;A;B
Prefeitura Municipal de São Sebastião do Umbuzeiro - PB;2515203;PB;3466;0,111089665;A;1,011035711;C;0,954500529;A;C
Prefeitura Municipal de São Sepé - RS;4319604;RS;23690;0,026019666;A;0,914321885;B;0,422199954;A;B
Prefeitura Municipal de São Simão - GO;5220405;GO;20297;0,28190496;A;0,96314166;C;-0,00235066;C;C
Prefeitura Municipal de São Simão - SP;3550902;SP;15257;0,512826962;A;0,947259443;B;0,405596985;A;B
Prefeitura Municipal de São Thomé das Letras - MG;3165206;MG;7056;0,046770601;A;0,898718445;A;-3,259871221;C;C
Prefeitura Municipal de São Tiago - MG;3165008;MG;10922;0,000740278;A;0,912693311;B;0,121273076;A;B
Prefeitura Municipal de São Tomás de Aquino - MG;3165107;MG;7042;0,091404959;A;0,972988347;C;;n.d.;n.d.
Prefeitura Municipal de São Tomé - PR;4126108;PR;5693;0,042284122;A;0,982008149;C;3,511910358;C;C
Prefeitura Municipal de São Tomé - RN;2412906;RN;11057;0,81498281;B;0,974694107;C;;n.d.;n.d.
Prefeitura Municipal de São Valentim - RS;4319703;RS;3341;0,014531903;A;1,45203457;C;0,011345524;A;C
Prefeitura Municipal de São Valentim do Sul - RS;4319711;RS;2239;;n.d.;0,886398392;A;0,114123757;A;n.d.
Prefeitura Municipal de São Valério - TO;1720499;TO;4017;0,089639644;A;1,068274435;C;3,229204352;C;C
Prefeitura Municipal de São Valério do Sul - RS;4319737;RS;2724;0,010276716;A;0,807309264;A;0,308514731;A;A
Prefeitura Municipal de São Vendelino - RS;4319752;RS;2219;0,035320702;A;0,862232692;A;0,640680527;A;A
Prefeitura Municipal de São Vicente - RN;2413003;RN;6397;0,146458964;A;0,932618977;B;153,1325792;C;C
Prefeitura Municipal de São Vicente - SP;3551009;SP;363173;0,438898892;A;0,953278912;C;1,847991583;C;C
Prefeitura Municipal de São Vicente de Minas - MG;3165305;MG;7687;0,020618204;A;0,9171078;B;0,008369327;A;B
Prefeitura Municipal de São Vicente do Seridó - PB;2515401;PB;10728;0,651239083;B;;n.d.;-0,692097525;C;n.d.
Prefeitura Municipal de São Vicente do Sul - RS;4319802;RS;8710;0,00243858;A;0,899383889;A;;n.d.;n.d.
Prefeitura Municipal de São Vicente Ferrer - MA;2111706;MA;22142;;n.d.;1,324333144;C;1,02781991;C;n.d.
Prefeitura Municipal de São Vicente Ferrer - PE;2613800;PE;17950;0,060009745;A;0,929501368;B;4,764224531;C;C
Prefeitura Municipal de Sapé - PB;2515302;PB;52443;0,613536249;B;;n.d.;3,908240663;C;n.d.
Prefeitura Municipal de Sapeaçu - BA;2929602;BA;17387;0,522574391;A;1,061385258;C;0,550109801;A;C
Prefeitura Municipal de Sapezal - MT;5107875;MT;25054;0,026015262;A;0,909329957;B;0,032340376;A;B
Prefeitura Municipal de Sapiranga - RS;4319901;RS;81198;0,207530564;A;0,884460183;A;0,265940703;A;A
Prefeitura Municipal de Sapopema - PR;4126207;PR;6751;0,098892877;A;0,911017028;B;6,415056817;C;C
Prefeitura Municipal de Sapucaia - PA;1507755;PA;5849;;n.d.;1,006071344;C;6,2186536;C;n.d.
Prefeitura Municipal de Sapucaia - RJ;3305406;RJ;18205;0,089475877;A;0,99104418;C;1,547330391;C;C
Prefeitura Municipal de Sapucaia do Sul - RS;4320008;RS;140311;0,132928652;A;0,818596604;A;1,103784893;C;C
Prefeitura Municipal de Sapucaí-Mirim - MG;3165404;MG;6869;0,045969246;A;0,876645741;A;;n.d.;n.d.
Prefeitura Municipal de Saquarema - RJ;3305505;RJ;87704;0,076884039;A;0,814453368;A;-19,40810385;C;C
Prefeitura Municipal de Sarandi - PR;4126256;PR;95543;0,132126922;A;0,877261312;A;0,024483249;A;A
Prefeitura Municipal de Sarandi - RS;4320107;RS;24205;0,02808713;A;0,831350467;A;0,095823733;A;A
Prefeitura Municipal de Sarapuí - SP;3551108;SP;10177;0,345038012;A;0,924648718;B;1,949562021;C;C
Prefeitura Municipal de Sardoá - MG;3165503;MG;6236;0,010201041;A;0,84723124;A;0,042303984;A;A
Prefeitura Municipal de Sarutaiá - SP;3551207;SP;3646;;n.d.;0,936162499;B;0,272407882;A;n.d.
Prefeitura Municipal de Sarzedo - MG;3165537;MG;32069;0,017235848;A;0,854762811;A;-0,264666129;C;C
Prefeitura Municipal de Sátiro Dias - BA;2929701;BA;19644;0,703294211;B;0,965332025;C;-3,09040079;C;C
Prefeitura Municipal de Satuba - AL;2708907;AL;13716;1,079299831;B;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Satubinha - MA;2111722;MA;13730;0,103551661;A;1,069295134;C;;n.d.;n.d.
Prefeitura Municipal de Saubara - BA;2929750;BA;11978;0,280386745;A;0,831093237;A;;n.d.;n.d.
Prefeitura Municipal de Saudade do Iguaçu - PR;4126272;PR;5459;0,03410899;A;0,856697585;A;0,039660453;A;A
Prefeitura Municipal de Saudades - SC;4217303;SC;9679;0,034976566;A;0,919206995;B;0,068558505;A;B
Prefeitura Municipal de Saúde - BA;2929800;BA;12883;0,56750478;A;0,925781101;B;0,183518313;A;B
Prefeitura Municipal de Schroeder - SC;4217402;SC;20728;0,021030206;A;0,911175073;B;0,098263851;A;B
Prefeitura Municipal de Seabra - BA;2929909;BA;43941;0,161207339;A;0,898506626;A;5,586075488;C;C
Prefeitura Municipal de Seara - SC;4217501;SC;17506;0,062425103;A;0,926505877;B;0,019482291;A;B
Prefeitura Municipal de Sebastianópolis do Sul - SP;3551306;SP;3470;0,002676124;A;0,928170918;B;0,231372657;A;B
Prefeitura Municipal de Sebastião Barros - PI;2210623;PI;;;n.d.;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Sebastião Laranjeiras - BA;2930006;BA;11351;1,399521016;B;0,870417412;A;-0,424124902;C;C
Prefeitura Municipal de Sebastião Leal - PI;2210631;PI;4286;;n.d.;;n.d.;-0,046759938;C;n.d.
Prefeitura Municipal de Seberi - RS;4320206;RS;10788;0,124942541;A;0,943382975;B;4,259306875;C;C
Prefeitura Municipal de Sede Nova - RS;4320230;RS;2924;0,041566764;A;0,785840032;A;0,027833592;A;A
Prefeitura Municipal de Segredo - RS;4320263;RS;7399;0,018921375;A;0,865010964;A;0;n.d.;n.d.
Prefeitura Municipal de Selbach - RS;4320305;RS;5093;0,052988484;A;0,831089953;A;1,195737188;C;C
Prefeitura Municipal de Selvíria - MS;5007802;MS;6515;0,018209298;A;0,918339528;B;0,599107691;A;B
Prefeitura Municipal de Sem-Peixe - MG;3165560;MG;2661;0,061071756;A;0,95360345;C;0,308846805;A;C
Prefeitura Municipal de Sena Madureira - AC;1200500;AC;45177;;n.d.;1,32854574;C;4,767550963;C;n.d.
Prefeitura Municipal de Senador Alexandre Costa - MA;2111748;MA;11067;;n.d.;3,987127098;C;6,631240012;C;n.d.
Prefeitura Municipal de Senador Amaral - MG;3165578;MG;5352;0,009096044;A;0,931706186;B;0,043754697;A;B
Prefeitura Municipal de Senador Canedo - GO;5220454;GO;112224;0,097278157;A;0,909720734;B;4,637069111;C;C
Prefeitura Municipal de Senador Cortes - MG;3165602;MG;2007;0,027236685;A;0,957354282;C;2,379269231;C;C
Prefeitura Municipal de Senador Elói de Souza - RN;2413102;RN;6044;0,361385291;A;0,968258474;C;1,036544514;C;C
Prefeitura Municipal de Senador Firmino - MG;3165701;MG;7764;0,039870049;A;0,909732009;B;2,912058115;C;C
Prefeitura Municipal de Senador Georgino Avelino - RN;2413201;RN;;;n.d.;0,945570953;B;;n.d.;n.d.
Prefeitura Municipal de Senador Guiomard - AC;1200450;AC;22810;0,671630878;B;;n.d.;0,238226049;A;n.d.
Prefeitura Municipal de Senador José Bento - MG;3165800;MG;1545;0,007099049;A;0,916280168;B;-2,113043454;C;C
Prefeitura Municipal de Senador José Porfírio - PA;1507805;PA;11839;;n.d.;0,972607123;C;;n.d.;n.d.
Prefeitura Municipal de Senador La Rocque - MA;2111763;MA;14367;;n.d.;1,114843272;C;0,926866731;A;n.d.
Prefeitura Municipal de Senador Modestino Gonçalves - MG;3165909;MG;4209;0,096711337;A;0,966505357;C;8,51363338;C;C
Prefeitura Municipal de Senador Pompeu - CE;2312700;CE;26664;0,459750403;A;0,9531633;C;;n.d.;n.d.
Prefeitura Municipal de Senador Rui Palmeira - AL;2708956;AL;;;n.d.;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Senador Sá - CE;2312809;CE;7553;0,288841164;A;1,066173357;C;;n.d.;n.d.
Prefeitura Municipal de Senador Salgado Filho - RS;4320321;RS;2788;0,03912407;A;0,907164414;B;0,017819406;A;B
Prefeitura Municipal de Sengés - PR;4126306;PR;19267;0,014189;A;0,92598279;B;0,000977667;A;B
Prefeitura Municipal de Senhor do Bonfim - BA;2930105;BA;78588;0,345027246;A;0,979168285;C;3,076490668;C;C
Prefeitura Municipal de Senhora de Oliveira - MG;3166006;MG;5786;0,003144819;A;0,946198386;B;0,463516988;A;B
Prefeitura Municipal de Senhora do Porto - MG;3166105;MG;3527;0,07457401;A;0,935353303;B;-0,3525266;C;C
Prefeitura Municipal de Senhora dos Remédios - MG;3166204;MG;10451;0,025784175;A;0,92610996;B;0,302581515;A;B
Prefeitura Municipal de Sentinela do Sul - RS;4320354;RS;5553;0,012384572;A;0,854423241;A;0,116570603;A;A
Prefeitura Municipal de Sento Sé - BA;2930204;BA;40703;0,50010325;A;1,026130043;C;1,069963487;C;C
Prefeitura Municipal de Serafina Corrêa - RS;4320404;RS;17198;0,003202322;A;0,835759936;A;0,038939238;A;A
Prefeitura Municipal de Sericita - MG;3166303;MG;7319;0,077762411;A;0,939873495;B;;n.d.;n.d.
Prefeitura Municipal de Seringueiras - RO;1101500;RO;11860;0,011363516;A;2,029843898;C;0,004419723;A;C
Prefeitura Municipal de Sério - RS;4320453;RS;2000;;n.d.;0,801527158;A;0,024707578;A;n.d.
Prefeitura Municipal de Seritinga - MG;3166402;MG;1848;0,02345883;A;0,948399287;B;0,177569019;A;B
Prefeitura Municipal de Seropédica - RJ;3305554;RJ;86743;0,027619422;A;;n.d.;0,213603808;A;n.d.
Prefeitura Municipal de Serra - ES;3205002;ES;507598;0,29524442;A;0,879113921;A;0,052868646;A;A
Prefeitura Municipal de Serra Alta - SC;4217550;SC;3270;0,040195034;A;3,543554566;C;0,021697571;A;C
Prefeitura Municipal de Serra Azul - SP;3551405;SP;14334;;n.d.;0,998881137;C;1,058227733;C;n.d.
Prefeitura Municipal de Serra Azul de Minas - MG;3166501;MG;4293;0,161521515;A;0,956027265;C;0,051634067;A;C
Prefeitura Municipal de Serra Branca - PB;2515500;PB;13630;0,330261415;A;0,938206281;B;0,093545768;A;B
Prefeitura Municipal de Serra Caiada - RN;2410306;RN;10266;0,231713913;A;0,917014042;B;;n.d.;n.d.
Prefeitura Municipal de Serra da Raiz - PB;2515609;PB;3141;;n.d.;0,954033799;C;-5,811538066;C;n.d.
Prefeitura Municipal de Serra da Saudade - MG;3166600;MG;;;n.d.;0,978074009;C;0;n.d.;n.d.
Prefeitura Municipal de Serra de São Bento - RN;2413300;RN;5774;0,025110885;A;0,98450514;C;;n.d.;n.d.
Prefeitura Municipal de Serra do Mel - RN;2413359;RN;11790;0,06427632;A;0,928983703;B;;n.d.;n.d.
Prefeitura Municipal de Serra do Navio - AP;1600055;AP;;;n.d.;;n.d.;;n.d.;n.d.
Prefeitura Municipal de Serra do Ramalho - BA;2930154;BA;31532;0,303924221;A;0,963829197;C;0,638538971;A;C
Prefeitura Municipal de Serra do Salitre - MG;3166808;MG;11493;0,001789948;A;0,892614229;A;0,418439255;A;A
Prefeitura Municipal de Serra dos Aimorés - MG;3166709;MG;8685;0,045051354;A;0,984085872;C;2,298465608;C;C
Prefeitura Municipal de Serra Dourada - BA;2930303;BA;17452;0,356999681;A;0,802460797;A;1,828742324;C;C
Prefeitura Municipal de Serra Grande - PB;2515708;PB;3089;0,297997315;A;0,972134282;C;3,255594558;C;C
Prefeitura Municipal de Serra Negra - SP;3551603;SP;29001;0,141308012;A;0,89404894;A;0,049412626;A;A
